id,title,content
3369,Article 3369,"lwoman Alicka Ampry-Samuels said. But some drivers argue cyclists can be just as reckless. ""You make a left, a right, sometimes the bik"
3370,Article 3370,"e comes so fast,"" Juan Alvarado said. ""Some people is riding like the bike is like a car."" ""The bikers are in the twilight zone. You ev"
3371,Article 3371,"er watch a biker drive by? He doesn't see you. He's listening to his music,"" Tony Schatzie said. ""The bikers, they're just as bad as th"
3372,Article 3372,"e people who drive the cars."" The city transportation department tells CBS2 it will be redoubling Vision Zero efforts and plans to add "
3373,Article 3373,"more bike lanes around the city. ""Vision Zero cannot be a bumper sticker. It has to be a reality,"" Adams said. The city says it will re"
3374,Article 3374,"lease details for the new cyclist safety plan later this month. NYC Blackout: Electricity Restored Hours After Outage Hits Midtown, Tim"
3375,Article 3375,"es Square, Other Sections Of Manhattan newyork July 13, 2019 / 11:57 PM EDT / CBS New York NEW YORK (CBSNewYork) – Power has been resto"
3376,Article 3376,"red after a large outage struck Midtown, Times Square, Hell's Kitchen, and other parts of Upper Manhattan. CBS2 began to hear reports t"
3377,Article 3377,hat that all restaurants had gone dark in Hell's Kitchen around 7 p.m. Saturday evening - 42 years to the day after the famous 1977 bla
3378,Article 3378,"ckout in New York City. By midnight, just under five hours after thousands lost power, electricity was fully restored throughout the ci"
3379,Article 3379,"ty. At around 10 p.m. Saturday night, CBS2 began to receive multiple reports that lights have begun to come back on around Midtown. CBS"
3380,Article 3380,"2's Alice Gainer was near Columbus Circle as traffic lights began to come online. Power was also restored to the CBS2 studios, which ha"
3381,Article 3381,d also been affected by the outage. City Council Speaker Corey Johnson tweeted shortly after 10 p.m. to say that Con Edison is working 
3382,Article 3382,to have all six sections of Manhattan that were affected restored by midnight. During a press conference with the city's Office of Emer
3383,Article 3383,"gency Management and officials from Con Edison, authorities said 73,000 customers had lost power due to the outage. Loud cheers rang ou"
3384,Article 3384,t as power was restored to another of the darkened sections - bringing five of the six back online at that point. 00:00 02:00
3385,Article 3385,See More WEB EXTRA - OEM and Con Edison officials provide the latest details on the Manhattan outage as power begins to be restored:
3386,Article 3386,"OEM officials said the root cause of the blackout is not yet known, but it was not due to extensive power use on the hot summer day. Au"
3387,Article 3387,thorities do not expect any more outages throughout the night. PHOTOS: Massive Power Outage Hits Parts Of Manhattan The FDNY earlier re
3388,Article 3388,ported that they are receiving calls from residents without power in the West 40s all the way north to 72nd Street and from Fifth Avenu
3389,Article 3389,e west to the Hudson River. Police and fire department sources tell CBS2 that the cause of the failure appears to be a feeder cable pro
3390,Article 3390,blem below ground at 64th Street and West End Ave. A transformer fire at that location may be to blame for the massive outage.
3391,Article 3391,Mayor de Blasio tweeted just after 8:20 p.m. - saying that both police and fire officials were responding to the affected area and that
3392,Article 3392,"the ""disruption is significant."" The mayor then spoke with CBS2's Jessica Moore live from the presidential campaign trail in Iowa and a"
3393,Article 3393,"ddressed the ongoing emergency: Fortunately, the mayor said that first responders have not received an reports of injuries due to the b"
3394,Article 3394,lackout. De Blasio is also reportedly returning to New York City Saturday night to deal with the crisis; pausing his latest 2020 fundra
3395,Article 3395,"ising trip out of state. The power outage struck on the same day, July 13, as the 1977 blackout. That outage happened when lightning st"
3396,Article 3396,"ruck electrical equipment resulting in a blackout that lasted 25 hours. The darkness was filled with thousands of crimes, but only one "
3397,Article 3397,homicide. Authorities say there is no indication of intentional sabotage or an act of terrorism involved with the blackout.
3398,Article 3398,The FDNY said they had to prioritize life threatening and public safety emergency calls earlier in the night due to the number of peopl
3399,Article 3399,"e calling 911, but they are now back to normal operation as of 9:30 p.m. The MTA is reporting major system disruptions heading into Sun"
3400,Article 3400,"day due to the power outage. Multiple lines, including the A, C, M, and Q lines are suspended or have had their route altered. For the "
3401,Article 3401,"latest on the subway service changes, click here. CBS2's Alice Gainer was at one of the subway stations in Midtown where power has comp"
3402,Article 3402,letely gone out. Gainer also hit the road to see how drivers are handling the dangerous traffic conditions on Manhattan's West Side Hig
3403,Article 3403,"hway. CBS2's Ali Bauman was in Midtown Saturday evening, where pedestrians and drivers are dealing with the mass confusion caused by th"
3404,Article 3404,"e downed traffic lights. New Yorkers are also calling for help through social media, as at least one person has been trapped in an elev"
3405,Article 3405,ator by the outage. Richard R. O'Connor tweeted from his elevator in Manhattan Saturday evening. Power outage in parts of NYC! The view
3406,Article 3406,"from an elevator stuck!????‍♂️ pic.twitter.com/K4fXVofiVE Broadway shows also went dark on Saturday, but that didn't keep performers fr"
3407,Article 3407,om putting on a show for New Yorkers outside the theaters. The Carnegie Hall choir even put on an impromptu concert in the streets of M
3408,Article 3408,"anhattan. As many officials tweeted throughout the night, the crisis brought that best in New Yorkers, many of whom were photographed h"
3409,Article 3409,elping to direct traffic and assist people stuck in elevators. Even tourists who weren't familiar with Manhattan pitched in to lend a h
3410,Article 3410,"and. ""We've been lost over the past three days, and we've reached out for help on subways trying to navigate the streets, and everyone "
3411,Article 3411,"has been overwhelmingly wonderful and helpful to us, so we're paying it forward,"" Jennica Reynolds of Middleton, Idaho said."
3412,Article 3412,"Stay with CBS New York for the latest on this developing story Social Media Videos Show NYPD Officers Being Doused With Water, Hit With"
3413,Article 3413,"Buckets newyork July 22, 2019 / 11:55 PM EDT / CBS New York NEW YORK (CBSNewYork) -- There is outrage over videos showing NYPD officers"
3414,Article 3414,in uniform being pelted with water and empty buckets over the weekend. brooklyn-officers-water-bucket Officers were soaked with water w
3415,Article 3415,hile responding to an incident in Brooklyn in July 2019. (Credit: NYScanner/Twitter) The NYPD says officers were soaked while respondin
3416,Article 3416,"g to a call about a disorderly group on East New York Avenue in Brooklyn on Saturday afternoon, CBS2's Lisa Rozner reports."
3417,Article 3417,A similar scene was caught on camera during the weekend's record-high temperatures. Officers were arresting someone at a car in Harlem 
3418,Article 3418,"when they too were pelted with water and even struck on the head with an empty bucket. ""I've worked in this neighborhood for 10 years, "
3419,Article 3419,"and I've never seen anything like that,"" one woman said. MORE: Union Takes Issue With NYPD Criticizing Officers For Showing Restraint W"
3420,Article 3420,hile Being Doused With Water harlem-officers-water-bucket Officers in Harlem were doused with water and pelted with water buckets while
3421,Article 3421,"making an arrest. (Credit: NYScanner/Twitter) Mayor Bill de Blasio addressed the videos on NY1 Monday night. ""Throwing things at NYPD o"
3422,Article 3422,"fficers is not only not acceptable, it can lead to charges. All of those actions can lead to charges,"" he said. Terence Monahan, the NY"
3423,Article 3423,"PD chief of department, added the situation is ""reprehensible"" and said ""every New Yorker must show respect for our cops."""
3424,Article 3424,"Councilman Keith Powers is on the public safety committee. ""The hard part to watch was really these great public servants going out the"
